0.08873295,0.10889523,0.10970331,0.11332073,0.11758713
0.14410040,0.15253320,0.15436839,0.15494855,0.15609072
0.16192204,0.16568203,0.17423606,0.17474587,0.17705882
0.05291290,0.05327369,0.08413947,0.08694363,0.09689227
0.10306659,0.12273727,0.13496806,0.14442910,0.14803611
0.12377172,0.13044587,0.13452958,0.13587312,0.14119369
0.15258935,0.15935031,0.16429506,0.16551979,0.17224976
0.11715359,0.12015790,0.14612895,0.14862481,0.15048702
0.14349289,0.17186867,0.18597956,0.18726085,0.19132483
0.17715502,0.18422782,0.19256026,0.22213277,0.22461668
0.19151682,0.19600640,0.20280609,0.20743850,0.20978549
0.12920827,0.13290726,0.14507999,0.15130782,0.15310004
0.15196101,0.15783319,0.17253494,0.17466639,0.17700207
0.21758948,0.21769868,0.22372812,0.22649860,0.23448065
0.15104859,0.15120760,0.15439314,0.15483837,0.15514049
0.13714470,0.16288014,0.16331987,0.16485904,0.16644059
0.09996780,0.10378440,0.10640000,0.12312439,0.13706650
0.10731976,0.10731976,0.11022412,0.12914574,0.13601264
0.17609788,0.17756061,0.18084800,0.18795145,0.18843240
0.21915334,0.22005133,0.22356166,0.22679567,0.22994953
0.18402448,0.19328032,0.19520687,0.19565940,0.19808654
0.12418375,0.12827377,0.12990016,0.13025922,0.13168655
0.11184665,0.11274678,0.12644085,0.13082163,0.13085771
0.12141597,0.13021243,0.13720737,0.14609692,0.15270457
0.18386069,0.18683933,0.18897018,0.19404241,0.19590095
0.18350729,0.18646362,0.18837701,0.19594890,0.19909446
0.13139082,0.14016500,0.14198437,0.14884865,0.15113907
0.11285566,0.11368103,0.12160721,0.13016331,0.13113955
0.10819332,0.11855048,0.12545249,0.12641340,0.12664230
0.12533894,0.13303557,0.13827018,0.14045966,0.14113204
0.14303479,0.15777086,0.15786695,0.15799193,0.16255035
0.14547981,0.16081053,0.16686291,0.16964160,0.17036416
0.15918261,0.16205099,0.16426229,0.16575101,0.16835748
0.12992783,0.15056385,0.15312250,0.16228117,0.16745700
0.15522668,0.16058066,0.16603781,0.17057399,0.17455326
0.16157630,0.16890638,0.17327078,0.18045881,0.18462509
0.21263625,0.21479641,0.21993388,0.22880673,0.23153292
0.17811693,0.17864513,0.18700397,0.18918730,0.18980375
0.19796114,0.20983875,0.21805684,0.21877690,0.21905918
0.17112383,0.17318551,0.17591020,0.17659539,0.17705759
0.16015850,0.16425067,0.17117153,0.17407988,0.17665505
0.10922804,0.13295691,0.14404599,0.16413957,0.16600271
0.15925594,0.17980844,0.18465519,0.18994141,0.19423600
0.06856476,0.07124604,0.07332279,0.07387170,0.07456635
0.15832384,0.18137248,0.18757421,0.18892406,0.18911368
0.15616287,0.16133198,0.17193729,0.17765264,0.17961112
0.12862182,0.15912615,0.16310862,0.16342637,0.16988775
0.16526893,0.17497677,0.18159172,0.18845434,0.19176042
0.15784673,0.16009875,0.16107796,0.16382018,0.16551740
0.16074377,0.17177910,0.17444764,0.18161350,0.18779518
0.15194461,0.16136810,0.16678981,0.17117544,0.17399794
0.12744682,0.15013240,0.15076625,0.15385105,0.15392731
0.21057412,0.21188326,0.21229832,0.21680325,0.21807423
0.24527892,0.24690060,0.24816492,0.24852818,0.25067562
0.19460839,0.19492817,0.19608450,0.19966550,0.20626909
0.16320911,0.16781656,0.16964592,0.17146564,0.17572738
0.11504273,0.12259928,0.14277151,0.15308653,0.15532249
0.18155338,0.19065163,0.19923654,0.19950615,0.20050979
0.15263689,0.16712539,0.17174158,0.17863449,0.18215570
0.14018287,0.17147817,0.17253049,0.18612538,0.18650353
0.16224959,0.19711116,0.19798090,0.19929931,0.19938710
0.17294559,0.18124630,0.18131185,0.18484867,0.18512823
0.16217053,0.18150474,0.18800704,0.19471350,0.20228824
0.21524370,0.21571027,0.22356468,0.22971067,0.23190676
0.04729827,0.05990857,0.06345371,0.06423787,0.07179661
0.04488870,0.05289447,0.05397970,0.05851249,0.05970365
0.11005765,0.11133105,0.11491424,0.12020027,0.12086007
0.17468943,0.18079703,0.18335991,0.18740064,0.18797167
0.05260564,0.13185588,0.14515008,0.14607699,0.14697924
0.00000008,0.15348350,0.15809070,0.17257078,0.17521045
0.20107587,0.20610595,0.21044846,0.21094231,0.21118702
0.18252264,0.18672104,0.19541049,0.19644849,0.19718276
0.15729609,0.16313580,0.16866603,0.17260849,0.17295955
0.14740215,0.16192073,0.16719078,0.16893002,0.16911334
