0.14738052,0.15141411,0.15284947,0.15368927,0.15392216
0.07184014,0.07627115,0.07721369,0.07886050,0.08095098
0.07239676,0.07818340,0.08253885,0.08578080,0.08674061
0.07035635,0.07742859,0.08456814,0.09582443,0.10127212
0.04630053,0.05466799,0.05470817,0.07231185,0.07956187
0.07939741,0.08268293,0.10747989,0.11002647,0.11015069
0.07552610,0.08071933,0.08436999,0.09104047,0.10410683
0.06487318,0.06657492,0.07800894,0.08092323,0.08168425
0.07845349,0.07891262,0.08623180,0.09091638,0.09260755
0.06632261,0.06638458,0.06977773,0.07520798,0.08007688
0.08727833,0.09189886,0.09271526,0.09813768,0.09942010
0.09482040,0.09925202,0.10378357,0.10878515,0.11156610
0.15325002,0.16441692,0.16506398,0.16773602,0.17201731
0.10700245,0.10758238,0.10957126,0.11377809,0.11489243
0.10400134,0.10643205,0.10761761,0.10787262,0.10890359
0.10036112,0.10373583,0.10493841,0.10516869,0.10600616
0.06325942,0.11816438,0.12010651,0.12368678,0.12631135
0.07288437,0.09772198,0.10113355,0.10608904,0.12605019
0.15676266,0.16138993,0.16429473,0.16882829,0.17125715
0.06119197,0.08326711,0.08472777,0.08816837,0.09027041
0.05856243,0.07747973,0.07837451,0.08129323,0.08684521
0.12651692,0.13439217,0.14272331,0.15009017,0.16308993
0.15307571,0.15638454,0.15935157,0.16444026,0.16959992
0.15141390,0.15854543,0.16034468,0.16515547,0.16735469
0.10816859,0.11827286,0.12987164,0.13547571,0.13613941
0.10295145,0.10466424,0.10702989,0.12150895,0.12509058
0.12549664,0.12673518,0.13787237,0.14097345,0.14496315
0.12530854,0.12545346,0.13023765,0.14706458,0.15498732
0.13828646,0.14045054,0.14328107,0.14892669,0.16777605
0.07507288,0.09032954,0.10122710,0.10132471,0.12469636
0.09291771,0.09829411,0.12414625,0.14368656,0.14786969
0.05978505,0.07353186,0.07619672,0.07718027,0.08409911
0.05920248,0.08244020,0.08691975,0.08931116,0.10024650
0.09920105,0.10553255,0.10815405,0.11146717,0.11451208
0.09498357,0.09532013,0.10201782,0.10608244,0.11247230
0.08826602,0.11107366,0.12318590,0.12344974,0.13299580
0.07933599,0.09605900,0.09684401,0.10055968,0.10331131
0.04668128,0.06160878,0.07181242,0.07374559,0.07508415
0.05697144,0.07594018,0.09202143,0.09304649,0.09410739
0.14684053,0.15256897,0.15702574,0.16434473,0.16730100
0.10322682,0.10992255,0.11493273,0.12204032,0.12466190
0.12652250,0.14446864,0.14879978,0.15191863,0.15389624
0.08178910,0.09846577,0.10158841,0.10460673,0.11324381
0.08501703,0.09297290,0.10108030,0.10340063,0.10711502
0.11028618,0.11144482,0.11460447,0.13860385,0.14146285
0.13242325,0.13392182,0.13537800,0.14948379,0.16648600
0.11539502,0.12539876,0.13283315,0.13364279,0.15408699
0.10798610,0.11609518,0.12095650,0.13380685,0.14153880
0.08197144,0.09567815,0.09775940,0.11227847,0.11977942
0.08929844,0.09978957,0.12037263,0.12557051,0.12941690
0.07195262,0.07398982,0.10207116,0.10990697,0.11730416
0.08520427,0.09104622,0.10127707,0.15482116,0.15962233
0.06251964,0.07001541,0.08037660,0.12343217,0.12871180
0.07790130,0.08135813,0.08571260,0.08867049,0.09066144
0.05904075,0.06875087,0.08474197,0.08486556,0.08743973
0.14796892,0.15389667,0.16792427,0.16921961,0.17229304
0.07876738,0.07896423,0.09118034,0.09625392,0.10089476
0.07358833,0.12147287,0.12655574,0.13332158,0.13539903
0.10935245,0.11640114,0.11868702,0.12316047,0.12412453
0.08497543,0.08781064,0.10498132,0.11145020,0.12304436
0.08386959,0.09136332,0.11748515,0.11896555,0.11953743
0.07032995,0.08775341,0.10329579,0.10899539,0.11388370
0.07335043,0.08476838,0.10442520,0.10456341,0.10793059
0.08643805,0.08668132,0.08679123,0.09888834,0.10232496
0.06423862,0.08053235,0.08237039,0.08943666,0.09484854
0.14946519,0.15196802,0.16320282,0.16580556,0.16676910
0.11104125,0.12148093,0.12248962,0.12629519,0.13243553
0.11265206,0.13350004,0.14092503,0.14634117,0.15291139
0.09488812,0.10043833,0.10357231,0.11055904,0.11136831
0.07957099,0.08368597,0.09132283,0.09426514,0.10497207
0.09275074,0.09601969,0.09944209,0.10472430,0.11264125
0.10875332,0.11141216,0.11424281,0.11586475,0.11670301
0.08954626,0.10100344,0.10742500,0.11040527,0.11619302
0.05480583,0.06963762,0.07421341,0.07492707,0.08939940
0.08650840,0.09359212,0.09562549,0.09920217,0.09957617
0.10739440,0.11142395,0.11312211,0.11676891,0.12073035
0.09497184,0.10125619,0.10227333,0.10482825,0.11045221
0.10177624,0.10296763,0.10478880,0.10584644,0.10692868
0.09062585,0.10169685,0.12370612,0.13141716,0.15338840
0.08277003,0.08772608,0.12980509,0.13008997,0.13831754
0.11702617,0.11882570,0.13325664,0.14680441,0.15459615
0.09645896,0.12271420,0.14787698,0.16564173,0.16797438
0.17323042,0.17891364,0.18549466,0.18586506,0.19524708
0.12240852,0.16812940,0.17126369,0.17415170,0.17475709
0.12124391,0.12890130,0.13004981,0.13472489,0.13755085
0.09529821,0.09683946,0.09852410,0.10711496,0.11266893
0.04555684,0.06558387,0.07127504,0.07205987,0.07467555
0.03855263,0.04171114,0.04605152,0.04687490,0.04789614
0.04412535,0.04493843,0.04955040,0.04968031,0.05227731
0.04323788,0.04526874,0.04567295,0.04682182,0.05208723
0.07457896,0.07679568,0.07859612,0.08912509,0.09102864
0.05761399,0.06605220,0.08840099,0.08881766,0.09603156
0.12991931,0.14226551,0.14944983,0.16052462,0.16427846
0.08499232,0.11188539,0.12056945,0.12414172,0.13802941
0.11898829,0.12265817,0.12823713,0.12974346,0.13072160
0.07122673,0.07245985,0.07285967,0.07498099,0.07646059
0.17473942,0.19598493,0.19808325,0.19991741,0.20246014
0.08881985,0.09405560,0.10326178,0.12685807,0.20069727
0.12373161,0.12663852,0.14168465,0.15178150,0.22805688
0.05519815,0.06713630,0.06836650,0.06906687,0.06942487
0.06480467,0.06578950,0.06728333,0.07364672,0.07396863
0.05860053,0.07516126,0.08229443,0.08523144,0.08593556
0.04823367,0.05067793,0.05162033,0.05668347,0.06023581
0.06525383,0.06585368,0.06753003,0.06905487,0.06957708
0.05262312,0.05929940,0.06077965,0.06281868,0.06318016
0.06527153,0.06685987,0.07253572,0.07408486,0.07844147
0.07608514,0.08490199,0.08547346,0.08671938,0.08680452
0.10068684,0.10159497,0.10418559,0.11069146,0.11700281
